97.719195879690929	Inside
111.521633403318390	Inside
110.902336887135021	Inside
113.154311168883268	Inside
106.206643231056773	Inside
89.157338693895852	Inside
111.124147994563202	Inside
103.886254647853050	Inside
121.067230906113380	Inside
92.141202539552523	Inside
89.936264267483196	Inside
103.910498677299003	Inside
104.256712675820609	Inside
111.062869243986469	Inside
98.053810970820905	Inside
112.944048443582133	Inside
107.081104784424866	Inside
107.811370344733135	Inside
96.419422477594082	Inside
87.614440396046533	Inside
115.470145959327084	Inside
106.848235584972642	Inside
104.579591881931520	Inside
100.118272977033911	Inside
107.538034004179863	Inside
98.793839675071453	Inside
110.015193545468037	Inside
103.082188819617059	Inside
100.311166711440350	Inside
107.389291124805368	Inside
99.430221960398200	Inside
99.957750202912194	Inside
109.220960604132344	Inside
121.635174580597223	Inside
91.819087234378827	Inside
101.532621235341253	Inside
113.266724352066163	Inside
93.304972820767617	Inside
102.068852687572829	Inside
110.103423004266205	Inside
102.165237098782441	Inside
106.528531768666454	Inside
113.056713181147387	Inside
121.628778143837351	Inside
102.201460617082319	Inside
103.048716745314081	Inside
107.945304597755708	Inside
116.157850180152025	Inside
111.363949687243135	Inside
110.981529550397283	Inside
28.115217368514315	Inside
16.236735658677475	Inside
13.403378468021700	Inside
12.582864244973795	Inside
23.347727173053617	Inside
24.783660423663605	Inside
23.023203583065033	Inside
11.472468273697118	Inside
12.123673172522592	Inside
12.617148467668631	Inside
18.591012376082535	Inside
30.491833841788065	Inside
25.776759280485003	Inside
24.790916922475343	Inside
16.455456568205825	Inside
17.818826847183793	Inside
14.621753680131281	Inside
18.749896555338633	Inside
17.961377133581585	Inside
14.847405960429141	Inside
5.280256169569228	Inside
27.090393479994738	Inside
17.846418067829116	Inside
27.097265801409655	Inside
12.554831713261866	Inside
20.797845951032130	Inside
14.958306167694740	Inside
12.016401960849928	Inside
10.680229063954844	Inside
29.198720542904255	Inside
10.246227161616464	Inside
22.402779012874110	Inside
29.733545110824874	Inside
19.907811038957522	Inside
25.039570677295142	Inside
12.113865636119069	Inside
28.308391682868120	Inside
21.048508865647367	Inside
21.481132988697290	Inside
26.675296799838673	Inside
16.734056211281715	Inside
25.581176463096590	Inside
13.074453531853109	Inside
26.871456816816558	Inside
14.428398409747301	Inside
28.493382487212141	Inside
22.542892873148357	Inside
22.680335078911753	Inside
19.243827430112709	Inside
25.529316862354090	Inside
